[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 170 | Fitness: -18.431 | Solution: [-0.0058871   2.73495368] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 171 | Fitness: -34.509 | Solution: [1.60265393 2.81506633] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 172 | Fitness: -40.843 | Solution: [4.12303081 2.68840053] 
[2025-03-24 15:41:50,612] INFO problem_rustrigin_2d:161 > Step: 173 | Fitness: -38.302 | Solution: [-5.88309283  1.0193388 ] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 174 | Fitness: -49.220 | Solution: [-6.16884795  0.82674481] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 175 | Fitness: -51.452 | Solution: [-5.58215589 -0.09087099] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 176 | Fitness: -47.489 | Solution: [-5.06501275 -3.25648248] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 177 | Fitness: -97.203 | Solution: [-8.97087722 -3.9220115 ] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 178 | Fitness: -19.652 | Solution: [-3.23623728  0.0147035 ] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 179 | Fitness: -18.860 | Solution: [ 0.29523419 -0.18338371] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 180 | Fitness: -5.040 | Solution: [ 0.86742337 -0.98519793] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 181 | Fitness: -10.178 | Solution: [ 1.11038316 -1.87038524] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 182 | Fitness: -25.751 | Solution: [ 1.8313847  -1.67603964] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 183 | Fitness: -26.696 | Solution: [1.15140275 1.43285795] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 184 | Fitness: -15.068 | Solution: [0.05361491 1.72562255] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 185 | Fitness: -23.362 | Solution: [-2.36177097  0.95402418] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 186 | Fitness: -23.895 | Solution: [-1.12531311  1.62561977] 
[2025-03-24 15:41:50,613] INFO problem_rustrigin_2d:161 > Step: 187 | Fitness: -26.252 | Solution: [-4.91826407 -0.06282383] 
